"Ticker","Date","LatestAvailableDate","HistoryBars","HistoryQuality","Price","ChangePct","Signal","ActiveSignals","SignalGroup","ActiveSignal","SniperLocation","LastActiveSignals","LastActiveDate","LastSniperLocation","SignalAgeLabel","AgeDays","Trend","TrendShort","TrendMedium","TrendLong","Structure","Regime","RisenScore","RisenInsideRolling","RisenRecentUpBreak","RisenVolSurge","Quadrant","AlphaStatus","RVol","VolPower","VolRegime","XRayBuyPowerPct","XRaySellPowerPct","RSI","ADX","PlusDI","MinusDI","EMA21","EMA50","EMA200","Volume","VolumeSMA20","Score","LogicNotes","Strategy","PortfolioCapital","Buy1","Buy2","Buy3","Buy4","Weight1","Weight2","Weight3","Weight4","Lot1","Lot2","Lot3","Lot4","TotalLots","TotalDeployed","CashLeft","AvgEntry","TheoreticalAvgEntry","StopLoss","TP1","TP2","TP2Fib","RiskBuy1Pct","RiskAvgPct","UpsideBuy1Pct","UpsideAvgPct","RewardRiskBuy1","RewardRiskAvg"
"TALF","2026-05-22","2026-05-22","558","FULL","780","24.8","V-SHAPE","V-SHAPE","reversal","TRUE","","V-SHAPE","2026-05-22","","NEW","0","DOWNTREND","BULLISH","BULLISH","BULLISH","DEMAND STRUCTURE","EXPLOSIVE BULL","19.18","TRUE","TRUE","TRUE","LEADING","LEADING (V-Shape)","1.86","1.86","EXPANSION","100","0","56.45","32.58","25.48","14","706.39","677.22","552.8","762700","410740","5050","Supertrend bearish | RSI 56.5 > 50 | Volume valid 1.86x | Lolos anti-crash ADX | RISEN EXPLOSIVE BULL","Full Grid (1-2-3-4)","100000000","780","695","675","645","0.1","0.2","0.3","0.4","128","287","444","620","1479","99890500","109500","675.39","675.41","590","1065","1350","1350","24.36","12.64","73.08","99.88","3","7.9"
"ESTA","2026-05-22","2026-05-22","558","FULL","200","0","HOLD","-","passive","FALSE","","EARLY SWEEP","2026-03-17","","66d","66","UPTREND","BEARISH","BEARISH","BULLISH","UPTREND DISCOUNT","SIDEWAYS","100","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.37","0.37","DRY / QUIET","0","100","45.88","37.6","25.4","10.91","205.71","208.52","196.97","1271100","3461905","868","Supertrend bullish | RSI 45.9 lemah | Volume 0.37x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","192","177","173","168","0.1","0.2","0.3","0.4","520","1129","1734","2380","5763","99949500","50500","173.43","173.44","156","246","270","270","18.75","10.05","40.63","55.68","2.17","5.54"
"JIHD","2026-05-22","2026-05-22","558","FULL","444","1.36986301369863","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-03-17","","66d","66","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","79.51","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.65","0.65","DRY / QUIET","78.57","21.43","28.21","27.01","7.94","29.21","486.42","515.45","592.34","269000","412090","868","Supertrend bearish | RSI 28.2 lemah | Volume 0.65x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","675","570","540","505","0.1","0.2","0.3","0.4","148","350","555","792","1845","99906000","94000","541.5","541.52","452","1010","1345","1345","33.04","16.53","99.26","148.39","3","8.98"
"ROCK","2026-05-22","2026-05-22","558","FULL","1750","-8.136482939632545","AVOID","-","passive","FALSE","","SMART GAMMA","2026-03-17","","66d","66","DOWNTREND","BEARISH","BEARISH","BULLISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","0","FALSE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.99","0.99","NORMAL","61.11","38.89","30.17","22.14","19.93","27.94","2301.35","2356.3","1676.8","116500","117675","868","Supertrend bearish | RSI 30.2 lemah | Volume 0.99x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","3520","2580","2360","2050","0.1","0.2","0.3","0.4","28","77","127","195","427","99669000","331000","2334.17","2335.53","1570","6450","9375","9375","55.4","32.74","166.34","301.64","3","9.21"
"SMLE","2026-05-22","2026-05-22","552","FULL","102","-7.2727272727272725","AVOID","-","passive","FALSE","","V-SHAPE","2026-03-17","","66d","66","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","0","FALSE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","1.16","1.16","NORMAL","33.33","66.67","22.84","37.28","6.19","33.09","121.29","133.99","168.81","746000","644770","868","Supertrend bearish | RSI 22.8 lemah | Volume 1.16x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","114","103","100","97","0.1","0.2","0.3","0.4","877","1941","3000","4123","9941","99983200","16800","100.58","100.58","89","152","189","189","21.93","11.51","65.79","87.92","3","7.64"
"TBMS","2026-05-22","2026-05-22","558","FULL","1280","1.9920318725099602","AVOID","-","passive","FALSE","","V-SHAPE","2026-01-26","","116d","116","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","55.12","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.14","0.14","DRY / QUIET","83.33","16.67","43.38","13.56","25.62","19.76","1319.94","1334.52","1283.61","6300","43605","868","Supertrend bearish | RSI 43.4 lemah | Volume 0.14x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1510","1450","1435","1410","0.1","0.2","0.3","0.4","66","137","209","283","695","99725500","274500","1434.9","1434.92","1370","1720","1930","1930","9.27","4.52","27.81","34.5","3","7.63"
"AHAP","2026-05-22","2026-05-22","558","FULL","87","7.4074074074074066","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-03-16","","67d","67","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","60.52","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.65","0.65","DRY / QUIET","78.57","21.43","33.12","18.71","11.61","32.52","103.45","111.99","108.47","16500600","25200625","866","Supertrend bearish | RSI 33.1 lemah | Volume 0.65x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","136","124","121","117","0.1","0.2","0.3","0.4","735","1612","2479","3418","8244","99971300","28700","121.27","121.27","109","177","218","218","19.85","10.11","60.29","79.77","3.04","7.89"
"BEKS","2026-05-22","2026-05-22","558","FULL","22","0","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-03-16","","67d","67","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","17.5","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.47","0.47","DRY / QUIET","100","0","20.09","69.89","2.12","52.99","25.51","27.01","28.23","11094200","23636430","866","Supertrend bearish | RSI 20.1 lemah | Volume 0.47x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","33","30","29","28","0.1","0.2","0.3","0.4","3030","6666","10344","14285","34325","99992600","7400","29.13","29.13","27","42","51","51","18.18","7.32","54.55","75.07","3","10.26"
"KDTN","2026-05-22","2026-05-22","558","FULL","780","1.2987012987012987","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-03-16","","67d","67","DOWNTREND","BEARISH","BEARISH","BULLISH","DOWNTREND","NORMAL DOWNTREND","28.11","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.77","0.77","DRY / QUIET","100","0","29.31","32.97","20.18","25.07","923.32","949.42","698.42","2201400","2849075","866","Supertrend bearish | RSI 29.3 lemah | Volume 0.77x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1575","840","665","420","0.1","0.2","0.3","0.4","63","238","451","952","1704","99890000","110000","586.21","586.48","77","3820","6075","6075","95.11","86.86","285.71","936.32","3","10.78"
"MYOH","2026-05-22","2026-05-22","558","FULL","1155","-1.702127659574468","AVOID","-","passive","FALSE","","SMART SNIPER","2026-03-16","Structure + Discount","67d","67","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","0","FALSE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.62","0.62","DRY / QUIET","57.14","42.86","26.21","21.27","21.58","31.14","1236.6","1285.95","1453.05","16000","26015","866","Supertrend bearish | RSI 26.2 lemah | Volume 0.62x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1425","1370","1355","1335","0.1","0.2","0.3","0.4","70","145","221","299","735","99702000","298000","1356.49","1356.51","1300","1615","1800","1800","8.77","4.16","26.32","32.7","3","7.85"
"CLAY","2026-05-22","2026-05-22","558","FULL","2920","0.3436426116838488","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-01-22","","120d","120","DOWNTREND","BULLISH","BULLISH","BULLISH","DEMAND STRUCTURE","SIDEWAYS","98.41","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.15","1.15","NORMAL","100","0","64.45","10.02","16.54","16.12","2856.79","2808.58","2388.5","55900","48605","860","Supertrend bearish | RSI 64.5 > 50 | Volume 1.15x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","2680","2340","2260","2150","0.1","0.2","0.3","0.4","37","85","132","186","440","99628000","372000","2264.27","2264.63","1960","3760","4840","4840","26.87","13.44","80.6","113.76","3","8.47"
"MAHA","2026-05-22","2026-05-22","558","FULL","146","0.6896551724137931","HOLD","-","passive","FALSE","","BETA BREAKOUT","2026-01-22","","120d","120","UPTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","79.64","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.07","1.07","NORMAL","50","50","43.45","16.78","14.41","17.09","148.98","150.6","155.48","11129000","10398200","860","Supertrend bullish | RSI 43.5 lemah | Volume 1.07x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","214","190","184","175","0.1","0.2","0.3","0.4","467","1052","1630","2285","5434","99961300","38700","183.96","183.96","162","292","370","370","24.3","11.94","72.9","101.14","3","8.47"
"SDRA","2026-05-22","2026-05-22","558","FULL","238","3.4782608695652173","AVOID","-","passive","FALSE","","SMART SNIPER","2026-01-22","Structure + Discount","120d","120","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.41","0.41","DRY / QUIET","100","0","42.15","28.25","21.7","18.05","251.65","256.76","285.45","520900","1285745","860","Supertrend bearish | RSI 42.1 lemah | Volume 0.41x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","288","284","282","280","0.1","0.2","0.3","0.4","347","704","1063","1428","3542","99947800","52200","282.18","282.18","276","306","336","336","4.17","2.19","16.67","19.07","4","8.71"
"TRIN","2026-05-22","2026-05-22","558","FULL","498","3.75","AVOID","-","passive","FALSE","","V-SHAPE","2026-03-13","","70d","70","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","61.42","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.91","0.91","NORMAL","73.85","26.15","22.76","33.49","6.17","26.9","637.46","741.43","669.04","4474800","4895455","860","Supertrend bearish | RSI 22.8 lemah | Volume 0.91x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","615","565","550","530","0.1","0.2","0.3","0.4","162","353","545","754","1814","99844500","155500","550.41","550.43","488","805","1225","1225","20.65","11.34","99.19","122.56","4.8","10.81"
"KSIX","2026-05-22","2026-05-22","321","FULL","322","1.89873417721519","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-03-12","","71d","71","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","22.03","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","1.76","1.76","EXPANSION","57.14","42.86","46.08","32.66","22.65","15.47","331.77","335.64","333.92","184800","104915","858","Supertrend bearish | RSI 46.1 lemah | Volume valid 1.76x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","358","324","316","304","0.1","0.2","0.3","0.4","279","617","949","1315","3160","99943400","56600","316.28","316.28","284","470","580","580","20.67","10.21","62.01","83.38","3","8.17"
"ASMI","2026-05-22","2026-05-22","558","FULL","16","0","AVOID","-","passive","FALSE","","V-SHAPE","2026-03-11","","72d","72","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","65","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.27","0.27","DRY / QUIET","100","0","32.8","25.45","13.77","41.24","17.96","20.53","24.31","1910100","7153615","856","Supertrend bearish | RSI 32.8 lemah | Volume 0.27x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","20","20","19","19","0.1","0.2","0.3","0.4","5000","10000","15789","21052","51841","99997900","2100","19.29","19.29","19","25","27","27","5","1.5","35","39.97","7","26.65"
"CARE","2026-05-22","2026-05-22","558","FULL","410","0","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-01-20","","122d","122","DOWNTREND","BEARISH","BEARISH","NEUTRAL","STRUCTURE + DISCOUNT","SIDEWAYS","65","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.49","0.49","DRY / QUIET","50","50","42.39","31.14","29.51","10.46","412.93","429.31","410.39","790600","1627550","856","Supertrend bearish | RSI 42.4 lemah | Volume 0.49x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","825","700","665","625","0.1","0.2","0.3","0.4","121","285","451","640","1497","99924000","76000","667.49","667.53","560","1225","1620","1620","32.12","16.1","96.36","142.7","3","8.86"
"FISH","2026-05-22","2026-05-22","558","FULL","680","0.7407407407407408","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-03-11","","72d","72","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","33.41","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","1.07","1.07","NORMAL","95.24","4.76","32.82","30.62","21.7","26.94","763.21","822.63","2722.11","151400","141880","856","Supertrend bearish | RSI 32.8 lemah | Volume 1.07x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","970","910","895","875","0.1","0.2","0.3","0.4","103","219","335","457","1114","99890000","110000","896.68","896.69","830","1590","2660","2660","14.43","7.44","174.23","196.65","12.07","26.45"
"KEEN","2026-05-22","2026-05-22","558","FULL","880","2.3255813953488373","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-01-20","","122d","122","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","57.82","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.57","0.57","DRY / QUIET","100","0","46.79","20.89","18.5","17.95","895.73","918.95","933.71","6400100","11277190","856","Supertrend bearish | RSI 46.8 lemah | Volume 0.57x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1285","1140","1105","1055","0.1","0.2","0.3","0.4","77","175","271","379","902","99774500","225500","1106.15","1106.32","980","1745","2200","2200","23.74","11.4","71.21","98.89","3","8.67"
"GTRA","2026-05-22","2026-05-22","558","FULL","187","-8.333333333333332","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-03-10","","73d","73","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","0","FALSE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","1.17","1.17","NORMAL","36.36","63.64","24.63","19.26","13.19","24.3","232.29","250.4","250.72","906100","775350","854","Supertrend bearish | RSI 24.6 lemah | Volume 1.17x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","316","288","282","272","0.1","0.2","0.3","0.4","316","694","1063","1470","3543","99933400","66600","282.06","282.06","256","406","496","496","18.99","9.24","56.96","75.85","3","8.21"
"INPC","2026-05-22","2026-05-22","558","FULL","136","7.086614173228346","AVOID","-","passive","FALSE","","SMART SNIPER + V-SHAPE","2026-03-10","Structure + Discount","73d","73","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","44.53","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","1.04","1.04","NORMAL","70","30","33.66","18.93","11.09","32.13","153.06","160.18","166.25","4513800","4323085","854","Supertrend bearish | RSI 33.7 lemah | Volume 1.04x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","199","175","169","160","0.1","0.2","0.3","0.4","502","1142","1775","2500","5919","99972300","27700","168.9","168.9","147","278","356","356","26.13","12.97","78.89","110.77","3.02","8.54"
"VERN","2026-05-22","2026-05-22","382","FULL","119","3.4782608695652173","AVOID","-","passive","FALSE","","V-SHAPE","2026-03-10","","73d","73","DOWNTREND","BEARISH","BEARISH","BEARISH","DEMAND STRUCTURE","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.09","0.09","DRY / QUIET","83.33","16.67","36.95","29.42","12.88","26.92","132","127.53","125.19","677900","7542360","854","Supertrend bearish | RSI 37.0 lemah | Volume 0.09x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","91","87","86","85","0.1","0.2","0.3","0.4","1098","2298","3488","4705","11589","99973700","26300","86.27","86.27","81","113","114","114","10.99","6.1","25.27","32.15","2.3","5.27"
"WOOD","2026-05-22","2026-05-22","558","FULL","260","-1.5151515151515151","AVOID","-","passive","FALSE","","V-SHAPE","2026-03-10","","73d","73","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","62.16","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.53","0.53","DRY / QUIET","57.14","42.86","24.3","17.11","12.27","31.88","293.06","307.52","347.98","715200","1358450","854","Supertrend bearish | RSI 24.3 lemah | Volume 0.53x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","324","312","308","304","0.1","0.2","0.3","0.4","308","641","974","1315","3238","99953600","46400","308.69","308.69","294","370","414","414","9.26","4.76","27.78","34.12","3","7.17"
"ZYRX","2026-05-22","2026-05-22","558","FULL","131","0","AVOID","-","passive","FALSE","","G ACC","2026-01-19","","123d","123","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","63.26","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.11","0.11","DRY / QUIET","83.33","16.67","30","22.49","8.84","25.91","140.22","144.89","148.96","72400","666130","854","Supertrend bearish | RSI 30.0 lemah | Volume 0.11x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","175","166","163","160","0.1","0.2","0.3","0.4","571","1204","1840","2500","6115","99970900","29100","163.48","163.49","154","206","238","238","12","5.8","36","45.58","3","7.86"
"AMMN","2026-05-22","2026-05-22","558","FULL","2900","-4.605263157894736","AVOID","-","passive","FALSE","","V-SHAPE","2026-02-27","","84d","84","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","8.49","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","2.17","2.17","VOLUME SURGE","55.88","44.12","21.47","42.92","6.25","39.61","4173.35","4994.23","6452.01","150834500","69570865","852","Supertrend bearish | RSI 21.5 lemah | Volume valid 2.17x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","7650","7400","7325","7225","0.1","0.2","0.3","0.4","13","27","40","55","135","98962500","1037500","7330.56","7330.42","7050","8550","9450","9450","7.84","3.83","23.53","28.91","3","7.55"
"CBUT","2026-05-22","2026-05-22","558","FULL","650","7.43801652892562","AVOID","-","passive","FALSE","","SMART SNIPER + V-SHAPE","2026-03-09","Structure + Discount","74d","74","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","32.26","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.6","0.6","DRY / QUIET","63.16","36.84","33.01","29.79","17.73","24.06","785.24","850.26","1057.42","55200","92530","852","Supertrend bearish | RSI 33.0 lemah | Volume 0.6x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1025","945","925","895","0.1","0.2","0.3","0.4","97","211","324","446","1078","99769000","231000","925.5","925.54","850","1290","1550","1550","17.07","8.16","51.22","67.48","3","8.27"
"KKGI","2026-05-22","2026-05-22","558","FULL","272","0.7407407407407408","AVOID","-","passive","FALSE","","SMART GAMMA","2026-03-09","","74d","74","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","32.54","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.66","0.66","DRY / QUIET","75","25","20.77","40.56","4.45","37.45","305.73","318.73","344.07","1768400","2691045","852","Supertrend bearish | RSI 20.8 lemah | Volume 0.66x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","384","332","318","300","0.1","0.2","0.3","0.4","260","602","943","1333","3138","99947800","52200","318.51","318.52","276","545","710","710","28.13","13.35","84.9","122.91","3.02","9.21"
"BBNI","2026-05-22","2026-05-22","558","FULL","3780","-0.5263157894736842","HOLD","-","passive","FALSE","","BETA BREAKOUT","2026-01-15","","127d","127","UPTREND","BEARISH","BEARISH","BEARISH","UPTREND DISCOUNT","NORMAL DOWNTREND","66.39","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.59","0.59","DRY / QUIET","50","50","46.08","16.16","16.46","21.08","3825.45","3920.84","4187.96","25045300","42674645","846","Supertrend bullish | RSI 46.1 lemah | Volume 0.59x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","4540","4360","4320","4260","0.1","0.2","0.3","0.4","22","45","69","93","229","99034000","966000","4324.63","4324.53","4160","5100","5675","5675","8.37","3.81","25","31.23","2.99","8.2"
"BTPS","2026-05-22","2026-05-22","558","FULL","965","1.0471204188481675","AVOID","-","passive","FALSE","","V-SHAPE","2026-01-15","","127d","127","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","70.68","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.79","0.79","DRY / QUIET","80","20","35.81","31.31","11.55","30.43","1006.5","1053.39","1178.53","4977100","6274760","846","Supertrend bearish | RSI 35.8 lemah | Volume 0.79x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1210","1185","1175","1165","0.1","0.2","0.3","0.4","82","168","255","343","848","99752000","248000","1176.32","1176.35","1145","1310","1440","1440","5.37","2.66","19.01","22.42","3.54","8.42"
"TRUS","2026-05-22","2026-05-22","558","FULL","274","0.7352941176470588","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-03-06","","77d","77","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","28.26","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.47","0.47","DRY / QUIET","87.5","12.5","15.5","38.53","12.21","26.68","340.26","373.15","441.37","22700","48395","846","Supertrend bearish | RSI 15.5 lemah | Volume 0.47x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","620","510","484","448","0.1","0.2","0.3","0.4","161","392","619","892","2064","99895200","104800","483.99","483.99","394","960","1300","1300","36.45","18.59","109.68","168.6","3.01","9.07"
"AXIO","2026-05-22","2026-05-22","558","FULL","111","-0.8928571428571428","AVOID","-","passive","FALSE","","V-SHAPE","2026-01-14","","128d","128","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","100","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.34","0.34","DRY / QUIET","50","50","34.52","22.91","13.1","12.31","114.77","116.38","122.85","196900","582285","844","Supertrend bearish | RSI 34.5 lemah | Volume 0.34x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","129","128","127","127","0.1","0.2","0.3","0.4","775","1562","2362","3149","7848","99980800","19200","127.4","127.4","125","135","149","149","3.1","1.88","15.5","16.96","5","9.01"
"BLTA","2026-05-22","2026-05-22","558","FULL","34","0","AVOID","-","passive","FALSE","","SMART GAMMA","2026-03-05","","78d","78","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","62.34","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.86","0.86","NORMAL","100","0","28.05","17.15","16.65","58.33","39.65","41.32","37.79","9441300","10938840","844","Supertrend bearish | RSI 28.1 lemah | Volume 0.86x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","49","44","43","41","0.1","0.2","0.3","0.4","2040","4545","6976","9756","23317","99990400","9600","42.88","42.88","38","70","82","82","22.45","11.39","67.35","91.22","3","8.01"
"ZINC","2026-05-22","2026-05-22","558","FULL","30","0","AVOID","-","passive","FALSE","","G ACC","2026-01-14","","128d","128","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","0","FALSE","FALSE","FALSE","LEADING","LEADING (Passive)","0","0","NO VOLUME","50","50","42.01","23.6","25.95","42.43","30.11","31.32","30.34","0","0","844","Supertrend bearish | RSI 42.0 lemah | Volume NaNx | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","46","38","36","33","0.1","0.2","0.3","0.4","2173","5263","8333","12121","27890","99993300","6700","35.85","35.85","30","70","94","94","34.78","16.32","104.35","162.18","3","9.94"
"SULI","2026-05-22","2026-05-22","558","FULL","85","-9.574468085106384","AVOID","-","passive","FALSE","","V-SHAPE","2026-03-04","","79d","79","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","0","FALSE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","1.24","1.24","EXPANSION","33.33","66.67","25.61","13.71","27.58","25.56","98.53","104.03","113.2","7727500","6238220","842","Supertrend bearish | RSI 25.6 lemah | Volume valid 1.24x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","117","112","110","108","0.1","0.2","0.3","0.4","854","1785","2727","3703","9069","99973200","26800","110.24","110.24","104","137","156","156","11.11","5.66","33.33","41.51","3","7.34"
"GPSO","2026-05-22","2026-05-22","558","FULL","478","0.8438818565400843","HOLD","-","passive","FALSE","","V-SHAPE","2026-03-03","","80d","80","UPTREND","BULLISH","BULLISH","BEARISH","UPTREND DISCOUNT","NORMAL UPTREND","51.04","TRUE","TRUE","FALSE","LAGGING","LAGGARD (Passive)","0.7","0.7","DRY / QUIET","60","40","71.93","55.02","38.45","5.67","424.17","410.78","489.45","13002800","18515400","840","Supertrend bullish | RSI 71.9 > 50 | Volume 0.7x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","396","384","380","376","0.1","0.2","0.3","0.4","252","520","789","1063","2624","99898000","102000","380.71","380.71","362","448","498","498","8.59","4.91","25.76","30.81","3","6.27"
